well-behaved WGD,,
fit_plot_Staurodesmus omearii_RPRU_1.0,High,-2.86459419158885
fit_plot_Stemona tuberosa_VBHQ_1.0,High,-2.51777227496998
fit_plot_Strychnos spinosa_GGJD_1.0,Medium,-3.58652812508088
fit_plot_Symphoricarpos sp._CAQZ_1.0,Medium,-3.46879961546565
fit_plot_Symplocos tinctoria_JPDJ_1.0,High,-2.25280139040149
fit_plot_Synsepalum dulcificum_WRPP_1.0,High,-2.39468897819692
fit_plot_Tabebuia umbellata_UTQR_1.0,Medium,-3.46166142897033
fit_plot_Talinum sp._LKKX_1.0,Medium,-4.23967005118646
fit_plot_Ternstroemia gymnanthera_NGRR_1.0,High,-2.5377240671647
fit_plot_Tetraclinis sp._CGDN_1.0,High,-2.03121964522866
fit_plot_Tetrazygia bicolor_SWGX_1.0,High,-2.43297780792015
fit_plot_Timmia austriaca_ZQRI_1.0,High,-2.21105448696659
fit_plot_Tropaeolum peregrinum_MYZV_1.0,Medium,-3.17935687055089
fit_plot_Typha angustifolia_PPQR_1.0,Medium,-3.55612965564901
fit_plot_Typha latifolia_BRUD_1.0,Medium,-3.6556809170736
fit_plot_Uncarina grandidieri_ZRIN_1.0,High,-2.9740658103184
fit_plot_Vitex agnus-castus_DMLT_1.0,Medium,-3.20767064736802
fit_plot_Vittaria lineata_SKYV_1.0,High,-2.70135186533769
fit_plot_Xanthium strumarium_UBLN_1.0,High,-1.73296173207874
fit_plot_Xanthocercis zambesiaca_ZSSR_1.0,High,-2.74139241526732
fit_plot_Xerophyllum asphodeloides_AFLV_1.0,High,-1.73842541485162
